NU_INSCRICAO;NU_ANO;CO_MUNICIPIO_RESIDENCIA;NO_MUNICIPIO_RESIDENCIA;CO_UF_RESIDENCIA;SG_UF_RESIDENCIA;NU_IDADE;TP_SEXO;TP_ESTADO_CIVIL;TP_COR_RACA;TP_NACIONALIDADE;CO_MUNICIPIO_NASCIMENTO;NO_MUNICIPIO_NASCIMENTO;CO_UF_NASCIMENTO;SG_UF_NASCIMENTO;TP_ST_CONCLUSAO;TP_ANO_CONCLUIU;TP_ESCOLA;TP_ENSINO;IN_TREINEIRO;CO_ESCOLA;CO_MUNICIPIO_ESC;NO_MUNICIPIO_ESC;CO_UF_ESC;SG_UF_ESC;TP_DEPENDENCIA_ADM_ESC;TP_LOCALIZACAO_ESC;TP_SIT_FUNC_ESC;IN_BAIXA_VISAO;IN_CEGUEIRA;IN_SURDEZ;IN_DEFICIENCIA_AUDITIVA;IN_SURDO_CEGUEIRA;IN_DEFICIENCIA_FISICA;IN_DEFICIENCIA_MENTAL;IN_DEFICIT_ATENCAO;IN_DISLEXIA;IN_DISCALCULIA;IN_AUTISMO;IN_VISAO_MONOCULAR;IN_OUTRA_DEF;IN_GESTANTE;IN_LACTANTE;IN_IDOSO;IN_ESTUDA_CLASSE_HOSPITALAR;IN_SEM_RECURSO;IN_BRAILLE;IN_AMPLIADA_24;IN_AMPLIADA_18;IN_LEDOR;IN_ACESSO;IN_TRANSCRICAO;IN_LIBRAS;IN_TEMPO_ADICIONAL;IN_LEITURA_LABIAL;IN_MESA_CADEIRA_RODAS;IN_MESA_CADEIRA_SEPARADA;IN_APOIO_PERNA;IN_GUIA_INTERPRETE;IN_COMPUTADOR;IN_CADEIRA_ESPECIAL;IN_CADEIRA_CANHOTO;IN_CADEIRA_ACOLCHOADA;IN_PROVA_DEITADO;IN_MOBILIARIO_OBESO;IN_LAMINA_OVERLAY;IN_PROTETOR_AURICULAR;IN_MEDIDOR_GLICOSE;IN_MAQUINA_BRAILE;IN_SOROBAN;IN_MARCA_PASSO;IN_SONDA;IN_MEDICAMENTOS;IN_SALA_INDIVIDUAL;IN_SALA_ESPECIAL;IN_SALA_ACOMPANHANTE;IN_MOBILIARIO_ESPECIFICO;IN_MATERIAL_ESPECIFICO;IN_NOME_SOCIAL;CO_MUNICIPIO_PROVA;NO_MUNICIPIO_PROVA;CO_UF_PROVA;SG_UF_PROVA;TP_PRESENCA_CN;TP_PRESENCA_CH;TP_PRESENCA_LC;TP_PRESENCA_MT;CO_PROVA_CN;CO_PROVA_CH;CO_PROVA_LC;CO_PROVA_MT;NU_NOTA_CN;NU_NOTA_CH;NU_NOTA_LC;NU_NOTA_MT;TX_RESPOSTAS_CN;TX_RESPOSTAS_CH;TX_RESPOSTAS_LC;TX_RESPOSTAS_MT;TP_LINGUA;TX_GABARITO_CN;TX_GABARITO_CH;TX_GABARITO_LC;TX_GABARITO_MT;TP_STATUS_REDACAO;NU_NOTA_COMP1;NU_NOTA_COMP2;NU_NOTA_COMP3;NU_NOTA_COMP4;NU_NOTA_COMP5;NU_NOTA_REDACAO;Q001;Q002;Q003;Q004;Q005;Q006;Q007;Q008;Q009;Q010;Q011;Q012;Q013;Q014;Q015;Q016;Q017;Q018;Q019;Q020;Q021;Q022;Q023;Q024;Q025
190005065576;2019;1721000;Palmas;17;TO;18;Feminino;Solteiro(a);Branca;Brasileiro(a);5208707;Goiânia;52;GO;Estou cursando e concluirei o Ensino Médio em 2019;Não informado;Privada;Ensino Regular;Não;NA;NA;NA;NA;NA;NA;NA;NA;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;1721000;Palmas;17;TO;Presente na prova;Presente na prova;Presente na prova;Presente na prova;Azul;Rosa;Rosa;Azul;533,2;601,8;544,0;451,8;DEECDCDDCDBAEBBEBABDBDEDECBDBDCAEDCDBEBEDCDAD;EABCBCDBADBBAAACDBADCEEACABAEBCECAABDADBBADBD;ADBBE99999ABDCBCEADEEBCCBAAEDEEDBBCCDBAEBEEECAECAC;CBCCBEDCABCEABDECBCCABDDCABCBDACDBCBCBEADCBBA;Inglês;AAECACDEADCBCDDDBCBDADAEABCEBABEEBCBEECEBDADC;EEBCEEDBADBBCBABCCADCEBACDBBACCACACBEADBBADCB;ADBBEDCABAABBCBCDAAECDDDBAAAECADECDCEBDEEAECBDBBCC;EEEADBEBACABCDBABECECACDCBDCCEDCDABEDECDDDBAA;Sem problemas;120;120;100;120;40;500;Completou o Ensino Médio, mas não completou a Faculdade;Completou a Faculdade, mas não completou a Pós-graduação;Grupo 5 (Verificar a definição no dicionário de dados);Grupo 4 (Verificar a definição no dicionário de dados);3;De R$ 8.982,01 até R$ 9.980,00;Sim, um ou dois dias por semana;Sim, quatro ou mais;Sim, três;Sim, três;Não;Sim, dois;Sim, três;Sim, um;Não;Sim, um;Não;Sim;Sim, quatro ou mais;Sim;Sim;Sim, três;Sim;Sim, um;Sim
190004591710;2019;1721000;Palmas;17;TO;18;Feminino;Solteiro(a);Parda;Brasileiro(a);5208707;Goiânia;52;GO;Já concluí o Ensino Médio;2018;Não respondeu;NA;Não;NA;NA;NA;NA;NA;NA;NA;NA;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;1721000;Palmas;17;TO;Presente na prova;Presente na prova;Presente na prova;Presente na prova;Cinza;Amarela;Amarela;Cinza;576,7;582,2;638,7;717,6;DCBCADEABCDCAACDBEABCABBEDDE*BBABDEAEADEDDAEE;CBABADCACABEACDACCAEDDDBEEBBDCBDBCCBACCABCCAE;BBEDA99999CBABAEEEBCCADCCEDABCDDEAAAADDDECBDCBABCD;DDCBADACCDDADEDEDAECADEDEDCEACDCAABDDCDADAACD;Inglês;DADCCEBBCCACBEEBEEBACBCDDDDADBCBBCEAEADEADAAE;CBABADBBCEEEBCBADCBEEDBBEADBBACDBBACCCCADACAC;BBEDABDACACBABAECBBCCADCEBDBBCDDEEAAADDBECDECAAECD;DBEBACABCDBABECEEEDCBDCCEDCDABEDAADDDECACAECB;Sem problemas;180;200;200;180;180;940;Completou a 4ª série/5º ano, mas não completou a 8ª série/9º ano do ensino fundamental;Completou a Pós-graduação;Grupo 4 (Verificar a definição no dicionário de dados);Grupo 4 (Verificar a definição no dicionário de dados);4;De R$ 2.994,01 até R$ 3.992,00;Não;Sim, um;Sim, dois;Sim, um;Não;Sim, um;Sim, um;Sim, um;Sim, um;Não;Não;Não;Sim, um;Não;Sim;Sim, quatro ou mais;Não;Não;Sim
190001873168;2019;4117602;Palmas;41;PR;17;Feminino;Solteiro(a);Branca;Brasileiro(a) Naturalizado(a);NA;NA;NA;NA;Estou cursando e concluirei o Ensino Médio em 2019;Não informado;Pública;Ensino Regular;Não;41109228;4117602;Palmas;41;PR;Estadual;Urbana;Em atividade;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;4117602;Palmas;41;PR;Presente na prova;Presente na prova;Presente na prova;Presente na prova;Azul;Branca;Branca;Azul;422,1;335,7;398,1;423,4;AEAEBBADDACEBABCBBBCBDEBDACBABBBCDACEACBCBABC;BCEBABEDAABBEBACDCAEDDBAACCDDCADBAEDCBABCBDCA;CDBCB99999AADCACBCABABCDAEEEACBABBEBCAECEEBCBCEEEB;ACBDDDCECABDCCABCBCACDCCABCBCBAEABBACCEBBDBDB;Inglês;AAECACDEADCBCDDDBCBDADAEABCEBABEEBCBEECEBDADC;ACACEEBCCBABADBBBACDBBACCCCADCEBADCBEEDBBEADB;EBBADCABDABACBCEBDEEAAADDBECDECDDBADBCDAAECBCCAECB;EEEADBEBACABCDBABECECACDCBDCCEDCDABEDECDDDBAA;Sem problemas;100;40;40;120;40;340;Não sei;Não sei;Grupo 3 (Verificar a definição no dicionário de dados);Grupo 3 (Verificar a definição no dicionário de dados);3;Até R$ 998,00;Não;Sim, um;Sim, três;Sim, um;Não;Sim, três;Sim, um;Não;Não;Não;Não;Não;Sim, dois;Sim;Não;Sim, um;Não;Sim, um;Sim
190001180313;2019;1721000;Palmas;17;TO;19;Feminino;Solteiro(a);Branca;Brasileiro(a);5220207;São Miguel do Araguaia;52;GO;Já concluí o Ensino Médio;2018;Não respondeu;NA;Não;NA;NA;NA;NA;NA;NA;NA;NA;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;1721000;Palmas;17;TO;Presente na prova;Presente na prova;Presente na prova;Presente na prova;Cinza;Branca;Branca;Cinza;393,0;461,8;532,4;507,7;BDDBBDDDDDCBCACABCADEBADCABEADCDDBBDDCBABDABA;CCACCADCCAABDBECBCCBDDCDAEEBDCCBBDBEADCCDEADE;BBBAD99999BACEDEEAEEAACDEEABDEABDECBBECAEBCAEECAEE;BABBAECDDEACCBACBCCBADECCDCDABBCCADACDAACECAC;Inglês;DADCCEBBCCACBEEBEEBACBCDDDDADBCBBCEAEADEADAAE;ACACEEBCCBABADBBBACDBBACCCCADCEBADCBEEDBBEADB;EBBADCABDABACBCEBDEEAAADDBECDECDDBADBCDAAECBCCAECB;DBEBACABCDBABECEEEDCBDCCEDCDABEDAADDDECACAECB;Sem problemas;120;120;120;120;80;560;Completou a Faculdade, mas não completou a Pós-graduação;Completou a 4ª série/5º ano, mas não completou a 8ª série/9º ano do ensino fundamental;Grupo 4 (Verificar a definição no dicionário de dados);Grupo 2 (Verificar a definição no dicionário de dados);2;De R$ 998,01 até R$ 1.497,00;Não;Sim, dois;Sim, dois;Não;Não;Sim, um;Não;Sim, um;Não;Sim, um;Não;Não;Não;Não;Não;Sim, dois;Não;Não;Sim
190001994846;2019;1721000;Palmas;17;TO;17;Maculino;Não informado;Branca;Brasileiro(a);5300108;Brasília;53;DF;Estou cursando e concluirei o Ensino Médio em 2019;Não informado;Privada;Ensino Regular;Não;17054079;1721000;Palmas;17;TO;Privada;Urbana;Em atividade;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;1721000;Palmas;17;TO;Presente na prova;Presente na prova;Presente na prova;Presente na prova;Cinza;Branca;Branca;Cinza;511,1;582,7;565,3;659,4;BCBBDADABBBCCACBCEBBCBCBDAABEBBCACEBDDDDCDCAD;BCCCEECCAAECADBABAACBBABCDBAECBBAEDEAEDBDCEEB;EBBAD99999BBCDECEBEBDAADDEDBDECDDCADEECACDCAACAEBE;DDCDABCBCDEAEECDDBABAAEBEDDEBDBDAAADCCCECACCD;Inglês;DADCCEBBCCACBEEBEEBACBCDDDDADBCBBCEAEADEADAAE;ACACEEBCCBABADBBBACDBBACCCCADCEBADCBEEDBBEADB;EBBADCABDABACBCEBDEEAAADDBECDECDDBADBCDAAECBCCAECB;DBEBACABCDBABECEEEDCBDCCEDCDABEDAADDDECACAECB;Sem problemas;160;180;160;200;120;820;Completou o Ensino Médio, mas não completou a Faculdade;Completou a Pós-graduação;Grupo 4 (Verificar a definição no dicionário de dados);Grupo 5 (Verificar a definição no dicionário de dados);4;De R$ 7.984,01 até R$ 8.982,00;Não;Sim, dois;Sim, três;Sim, dois;Não;Sim, um;Sim, um;Sim, um;Não;Não;Não;Sim;Sim, dois;Não;Sim;Sim, três;Sim;Não;Sim
190005557271;2019;1721000;Palmas;17;TO;26;Feminino;Solteiro(a);Branca;Brasileiro(a);5300108;Brasília;53;DF;Já concluí o Ensino Médio;2014;Não respondeu;NA;Não;NA;NA;NA;NA;NA;NA;NA;NA;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;1721000;Palmas;17;TO;Presente na prova;Presente na prova;Presente na prova;Presente na prova;Amarela;Branca;Branca;Amarela;419,0;587,1;514,1;485,2;CBCCEEEEEDCDDDEEBEAEBBEEBEEDACAEBBEAADCAEEBAB;ACBCEECCABABADBEBACDBECECCDEEBAABDADAEEDBDADD;CADAB99999BAEBBEEDEEEAADEDDDAECDCEECAECCACDEEEEEAB;DAAAECABDCBCABEBBAEBCBEBCEDDEBBDECDCCDDBEEBCD;Inglês;BEEAAEBEEBADEADDADAEABCEDDDBCBCBCCACBCDADCCEB;ACACEEBCCBABADBBBACDBBACCCCADCEBADCBEEDBBEADB;EBBADCABDABACBCEBDEEAAADDBECDECDDBADBCDAAECBCCAECB;BEDEEEAADBEBACABCDBABECECACADCBDCCEDCDABECDDD;Sem problemas;100;120;120;100;80;520;Completou o Ensino Médio, mas não completou a Faculdade;Completou a Faculdade, mas não completou a Pós-graduação;Grupo 4 (Verificar a definição no dicionário de dados);Grupo 4 (Verificar a definição no dicionário de dados);7;De R$ 4.990,01 até R$ 5.988,00;Não;Sim, dois;Sim, quatro ou mais;Sim, dois;Não;Sim, dois;Sim, um;Sim, um;Sim, um;Sim, um;Não;Não;Sim, dois;Sim;Sim;Sim, três;Sim;Sim, dois;Sim
190005535614;2019;1721000;Palmas;17;TO;21;Maculino;Solteiro(a);Parda;Brasileiro(a);1721000;Palmas;17;TO;Já concluí o Ensino Médio;2017;Não respondeu;NA;Não;NA;NA;NA;NA;NA;NA;NA;NA;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;1721000;Palmas;17;TO;Presente na prova;Presente na prova;Presente na prova;Presente na prova;Azul;Rosa;Rosa;Azul;399,1;450,7;431,6;448,6;DDDDCAACCACBBBBBBCADBBBCCDDCCDCECABAE.BBBCADC;AECCACBBBBBAEACBCADACADDDDAAEACBBBADACAAEEBAA;BBBCA99999ACDCABADCBABBDBDAADACADBBCDAACDACCACABCB;CDAEADCAADCBCABADEEBBEBDEECAADEADCDDEACACCCDC;Inglês;AAECACDEADCBCDDDBCBDADAEABCEBABEEBCBEECEBDADC;EEBCEEDBADBBCBABCCADCEBACDBBACCACACBEADBBADCB;ADBBEDCABAABBCBCDAAECDDDBAAAECADECDCEBDEEAECBDBBCC;EEEADBEBACABCDBABECECACDCBDCCEDCDABEDECDDDBAA;Sem problemas;120;120;120;120;0;480;Completou o Ensino Médio, mas não completou a Faculdade;Completou o Ensino Médio, mas não completou a Faculdade;Grupo 2 (Verificar a definição no dicionário de dados);Grupo 4 (Verificar a definição no dicionário de dados);3;De R$ 998,01 até R$ 1.497,00;Não;Sim, um;Sim, dois;Não;Sim, um;Sim, um;Não;Sim, um;Não;Não;Não;Não;Sim, um;Não;Não;Sim, três;Não;Sim, um;Sim
190003931731;2019;1721000;Palmas;17;TO;17;Feminino;Não informado;Não declarado;Brasileiro(a);1721000;Palmas;17;TO;Estou cursando e concluirei o Ensino Médio em 2019;Não informado;Privada;Ensino Regular;Não;NA;NA;NA;NA;NA;NA;NA;NA;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;1721000;Palmas;17;TO;Presente na prova;Presente na prova;Presente na prova;Presente na prova;Rosa;Branca;Branca;Rosa;525,1;572,6;529,4;597,5;EECBBBCEEAEACECCABBBCACEBEAEDEDBEECAAABADCCBC;CCBDDEECDBCAACBEEACCABEECCDADBABBDCBAEDBBDADC;CDAAD99999CACBEAADEBDACDBEDCAEBBABAEBBAAEDCADBEEEC;ABAABCBADBEADEBCABCDBDEACDBABECACECCCAABAECCA;Inglês;DEADBAAAEBEECEBCBCBCBDADAEABCEDDDDADCBEECACBC;ACACEEBCCBABADBBBACDBBACCCCADCEBADCBEEDBBEADB;EBBADCABDABACBCEBDEEAAADDBECDECDDBADBCDAAECBCCAECB;AADDDBEEEBEDDBEBACABCDBABECECACAECDCBDCCEDCDA;Sem problemas;120;120;120;140;140;640;Completou o Ensino Médio, mas não completou a Faculdade;Completou a Faculdade, mas não completou a Pós-graduação;Não Sei;Grupo 4 (Verificar a definição no dicionário de dados);3;De R$ 2.994,01 até R$ 3.992,00;Não;Sim, dois;Sim, três;Sim, um;Não;Sim, um;Não;Sim, um;Não;Sim, um;Não;Não;Sim, um;Não;Sim;Sim, três;Não;Sim, um;Sim
190001177203;2019;1721000;Palmas;17;TO;16;Feminino;Não informado;Branca;Brasileiro(a);4314100;Passo Fundo;43;RS;Estou cursando e concluirei o Ensino Médio em 2019;Não informado;Privada;Ensino Regular;Não;NA;NA;NA;NA;NA;NA;NA;NA;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;1721000;Palmas;17;TO;Presente na prova;Presente na prova;Presente na prova;Presente na prova;Amarela;Rosa;Rosa;Amarela;543,1;598,0;560,7;727,6;DBBAEECBDBCDDBDCBEDECADEDBCBBEBECCCEBCABDCEBB;BAECCEDBBDBEABABCBADCDEACCBAEECACACBDEDDDADCB;CDBBE99999BBCCECBACECADBEDADECBDEDDCDCDEBEAABDEECD;BEDEAEAADDEBACCAADAABECBDBDABBBDCDCADEABDCAAE;Inglês;BEEAAEBEEBADEADDADAEABCEDDDBCBCBCCACBCDADCCEB;EEBCEEDBADBBCBABCCADCEBACDBBACCACACBEADBBADCB;ADBBEDCABAABBCBCDAAECDDDBAAAECADECDCEBDEEAECBDBBCC;BEDEEEAADBEBACABCDBABECECACADCBDCCEDCDABECDDD;Sem problemas;120;200;140;140;160;760;Completou a Pós-graduação;Completou a Pós-graduação;Grupo 5 (Verificar a definição no dicionário de dados);Grupo 5 (Verificar a definição no dicionário de dados);2;De R$ 11.976,01 até R$ 14.970,00;Sim, pelo menos cinco dias por semana;Sim, três;Sim, três;Sim, um;Não;Sim, um;Sim, um;Sim, um;Sim, um;Sim, um;Não;Sim;Sim, três;Não;Sim;Sim, dois;Não;Não;Sim
190004924140;2019;1721000;Palmas;17;TO;18;Maculino;Solteiro(a);Branca;Brasileiro(a);1506138;Redenção;15;PA;Já concluí o Ensino Médio;2017;Não respondeu;Ensino Regular;Não;NA;NA;NA;NA;NA;NA;NA;NA;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;1721000;Palmas;17;TO;Presente na prova;Presente na prova;Presente na prova;Presente na prova;Rosa;Rosa;Rosa;Rosa;522,3;517,2;520,0;601,1;BDADBDAEECACADBCCCBCEDCEBDABDBDBBDAEAAEDDEADA;AEDCCBDBADBAABDACDDEBABCDDEEABAECBBCBEBDCBAED;DEBCC99999ABECEECAAECADEDAAAECBCEDDEBBBCEACECDACBE;AAEBCCECBCBDDECBAACCADBADDBAEEACDBBACEABCCBAE;Inglês;DEADBAAAEBEECEBCBCBCBDADAEABCEDDDDADCBEECACBC;EEBCEEDBADBBCBABCCADCEBACDBBACCACACBEADBBADCB;ADBBEDCABAABBCBCDAAECDDDBAAAECADECDCEBDEEAECBDBBCC;AADDDBEEEBEDDBEBACABCDBABECECACAECDCBDCCEDCDA;Sem problemas;120;120;100;120;140;600;Completou a 4ª série/5º ano, mas não completou a 8ª série/9º ano do ensino fundamental;Completou a 8ª série/9º ano do ensino fundamental, mas não completou o Ensino Médio;Grupo 3 (Verificar a definição no dicionário de dados);Grupo 2 (Verificar a definição no dicionário de dados);3;De R$ 1.996,01 até R$ 2.495,00;Não;Sim, um;Sim, dois;Não;Sim, um;Sim, um;Não;Não;Não;Sim, um;Não;Não;Sim, um;Sim;Não;Sim, três;Não;Sim, um;Sim
190005079994;2019;1721000;Palmas;17;TO;19;Feminino;Solteiro(a);Parda;Brasileiro(a);1721000;Palmas;17;TO;Já concluí o Ensino Médio;2017;Não respondeu;NA;Não;NA;NA;NA;NA;NA;NA;NA;NA;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;1721000;Palmas;17;TO;Presente na prova;Presente na prova;Presente na prova;Presente na prova;Azul;Amarela;Amarela;Azul;601,7;664,5;603,0;638,2;AAEAACAEDDCCCDDCBDBCCEBEABBCCCBBEDBCBECEBDCBA;CBABADBECAEE.CBADCBEEDBBCEDAEACDBCE.CCCADCCAC;BBEDA99999CCBD.BCBCCCABC.EDB...DEBAAADD.ED.ECAABCD;DBBADCEBABACDDABAECADDACCBDCBBEDBCCBABECEBBAB;Inglês;AAECACDEADCBCDDDBCBDADAEABCEBABEEBCBEECEBDADC;CBABADBBCEEEBCBADCBEEDBBEADBBACDBBACCCCADACAC;BBEDABDACACBABAECBBCCADCEBDBBCDDEEAAADDBECDECAAECD;EEEADBEBACABCDBABECECACDCBDCCEDCDABEDECDDDBAA;Sem problemas;160;200;200;200;180;940;Completou a Pós-graduação;Completou a Faculdade, mas não completou a Pós-graduação;Grupo 4 (Verificar a definição no dicionário de dados);Grupo 4 (Verificar a definição no dicionário de dados);2;De R$ 1.996,01 até R$ 2.495,00;Não;Sim, dois;Sim, três;Não;Não;Sim, dois;Sim, dois;Sim, um;Não;Sim, um;Não;Não;Sim, um;Não;Sim;Sim, dois;Não;Sim, um;Sim
190003062486;2019;1721000;Palmas;17;TO;18;Feminino;Solteiro(a);Parda;Brasileiro(a);1721000;Palmas;17;TO;Estou cursando e concluirei o Ensino Médio em 2019;Não informado;Pública;Ensino Regular;Não;17050294;1721000;Palmas;17;TO;Estadual;Urbana;Em atividade;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;1721000;Palmas;17;TO;Presente na prova;Presente na prova;Presente na prova;Presente na prova;Amarela;Rosa;Rosa;Amarela;498,3;502,0;522,0;425,3;BBCCBCEEECBDDCBCBBADABEDDCCADCBBCCBCCABEBBDED;CCECCEDBBB.DDBACCBDBAAEABEBDCECBCADBC..D.AC.A;ABBCA99999BBDABDACCECCDEBDABBCADECDCBECEBDDEEACABA;CDACCBDEDCCCEEABCBCAEDBCDEAACDDDBACAEBECBDDBB;Inglês;BEEAAEBEEBADEADDADAEABCEDDDBCBCBCCACBCDADCCEB;EEBCEEDBADBBCBABCCADCEBACDBBACCACACBEADBBADCB;ADBBEDCABAABBCBCDAAECDDDBAAAECADECDCEBDEEAECBDBBCC;BEDEEEAADBEBACABCDBABECECACADCBDCCEDCDABECDDD;Sem problemas;120;120;120;120;120;600;Completou a Faculdade, mas não completou a Pós-graduação;Completou a Faculdade, mas não completou a Pós-graduação;Grupo 4 (Verificar a definição no dicionário de dados);Grupo 4 (Verificar a definição no dicionário de dados);4;De R$ 3.992,01 até R$ 4.990,00;Sim, um ou dois dias por semana;Sim, três;Sim, quatro ou mais;Sim, dois;Sim, um;Sim, um;Não;Não;Não;Não;Não;Não;Sim, um;Não;Não;Sim, quatro ou mais;Sim;Sim, um;Sim
190004948684;2019;1721000;Palmas;17;TO;18;Maculino;Solteiro(a);Parda;Brasileiro(a);5107602;Rondonópolis;51;MT;Estou cursando e concluirei o Ensino Médio em 2019;Não informado;Pública;Ensino Regular;Não;17026296;1721000;Palmas;17;TO;Estadual;Urbana;Em atividade;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;1721000;Palmas;17;TO;Presente na prova;Presente na prova;Presente na prova;Presente na prova;Amarela;Branca;Branca;Amarela;537,6;563,2;587,8;570,2;BECCEECBCABAECDABAABADAEDBCEBECAACACBCDDBBCBE;EBABEEACABABBDBEAACABAEBACBAACAAAEDAEEDEEDADA;ECBAB99999BDCECCEDEAAAADDEBEDECBDBAEECCAACCECCEEEC;EEEEBDADDEBBBECEBBEBDDDBBBEAABACEAEEDEBBDEEBB;Inglês;BEEAAEBEEBADEADDADAEABCEDDDBCBCBCCACBCDADCCEB;ACACEEBCCBABADBBBACDBBACCCCADCEBADCBEEDBBEADB;EBBADCABDABACBCEBDEEAAADDBECDECDDBADBCDAAECBCCAECB;BEDEEEAADBEBACABCDBABECECACADCBDCCEDCDABECDDD;Sem problemas;160;120;140;160;200;780;Completou o Ensino Médio, mas não completou a Faculdade;Completou o Ensino Médio, mas não completou a Faculdade;Grupo 4 (Verificar a definição no dicionário de dados);Grupo 4 (Verificar a definição no dicionário de dados);6;De R$ 1.996,01 até R$ 2.495,00;Não;Sim, dois;Sim, três;Sim, um;Sim, um;Sim, um;Não;Não;Não;Sim, um;Não;Não;Sim, um;Não;Não;Sim, quatro ou mais;Não;Sim, um;Sim
